,full_path,filename,project_species,code,new_filename
6295,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_05_06050351.JPG,Drive_05_06050351.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_05_06050351_gj.JPG
6296,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_02_06020066.JPG,Drive_02_06020066.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_02_06020066_gj.JPG
6297,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_05_06080370.JPG,Drive_05_06080370.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_05_06080370_gj.JPG
6298,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_02_06020056.JPG,Drive_02_06020056.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_02_06020056_gj.JPG
6299,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_05_06210514.JPG,Drive_05_06210514.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_05_06210514_gj.JPG
6300,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_05_06050344.JPG,Drive_05_06050344.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_05_06050344_gj.JPG
6301,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_03_06100094.JPG,Drive_03_06100094.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_03_06100094_gj.JPG
6302,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_06_03060678_9356.JPG,Drive_06_03060678_9356.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_06_03060678_9356_gj.JPG
6303,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_06_04150087_17804.JPG,Drive_06_04150087_17804.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_06_04150087_17804_gj.JPG
6304,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_02_05030179.JPG,Drive_02_05030179.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_02_05030179_gj.JPG
6305,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_03_05040405.JPG,Drive_03_05040405.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_03_05040405_gj.JPG
6306,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_06_05140073_11845.JPG,Drive_06_05140073_11845.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_06_05140073_11845_gj.JPG
6307,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_05_06010041.JPG,Drive_05_06010041.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_05_06010041_gj.JPG
6308,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_05_05190697.JPG,Drive_05_05190697.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_05_05190697_gj.JPG
6309,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_04_05310095.JPG,Drive_04_05310095.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_04_05310095_gj.JPG
6310,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_02_06020090.JPG,Drive_02_06020090.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_02_06020090_gj.JPG
6311,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_03_05190067.JPG,Drive_03_05190067.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_03_05190067_gj.JPG
6312,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_05_05290191.JPG,Drive_05_05290191.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_05_05290191_gj.JPG
6313,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_05_05180427.JPG,Drive_05_05180427.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_05_05180427_gj.JPG
6314,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_05_06210511.JPG,Drive_05_06210511.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_05_06210511_gj.JPG
6315,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_05_06210509.JPG,Drive_05_06210509.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_05_06210509_gj.JPG
6316,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_02_06020035.JPG,Drive_02_06020035.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_02_06020035_gj.JPG
6317,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_04_04180121.JPG,Drive_04_04180121.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_04_04180121_gj.JPG
6318,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_02_03190015.JPG,Drive_02_03190015.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_02_03190015_gj.JPG
6319,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_02_05150012.JPG,Drive_02_05150012.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_02_05150012_gj.JPG
6320,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_02_05150010.JPG,Drive_02_05150010.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_02_05150010_gj.JPG
6321,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_02_RCNX0092.JPG,Drive_02_RCNX0092.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_02_RCNX0092_gj.JPG
6322,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_06_04170073_1362.JPG,Drive_06_04170073_1362.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_06_04170073_1362_gj.JPG
6323,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_03_05190238.JPG,Drive_03_05190238.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_03_05190238_gj.JPG
6324,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_02_06020100.JPG,Drive_02_06020100.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_02_06020100_gj.JPG
6325,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_02_03190016.JPG,Drive_02_03190016.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_02_03190016_gj.JPG
6326,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_05_06210515.JPG,Drive_05_06210515.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_05_06210515_gj.JPG
6327,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_02_05290038.JPG,Drive_02_05290038.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_02_05290038_gj.JPG
6328,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_02_06020101.JPG,Drive_02_06020101.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_02_06020101_gj.JPG
6329,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_04_04180127.JPG,Drive_04_04180127.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_04_04180127_gj.JPG
6330,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_02_03190018.JPG,Drive_02_03190018.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_02_03190018_gj.JPG
6331,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_03_05020146.JPG,Drive_03_05020146.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_03_05020146_gj.JPG
6332,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_05_06050339.JPG,Drive_05_06050339.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_05_06050339_gj.JPG
6333,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_05_06050340.JPG,Drive_05_06050340.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_05_06050340_gj.JPG
6334,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_05_05290169.JPG,Drive_05_05290169.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_05_05290169_gj.JPG
6335,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_02_06190043.JPG,Drive_02_06190043.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_02_06190043_gj.JPG
6336,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_02_RCNX0088.JPG,Drive_02_RCNX0088.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_02_RCNX0088_gj.JPG
6337,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_02_06020108.JPG,Drive_02_06020108.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_02_06020108_gj.JPG
6338,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_05_06050320.JPG,Drive_05_06050320.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_05_06050320_gj.JPG
6339,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_04_04240329.JPG,Drive_04_04240329.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_04_04240329_gj.JPG
6340,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_02_06020081.JPG,Drive_02_06020081.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_02_06020081_gj.JPG
6341,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_02_06140186.JPG,Drive_02_06140186.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_02_06140186_gj.JPG
6342,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_05_06050332.JPG,Drive_05_06050332.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_05_06050332_gj.JPG
6343,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_07_05040051_571.JPG,Drive_07_05040051_571.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_07_05040051_571_gj.JPG
6344,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_02_RCNX0089.JPG,Drive_02_RCNX0089.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_02_RCNX0089_gj.JPG
6345,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_03_05190068.JPG,Drive_03_05190068.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_03_05190068_gj.JPG
6346,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_02_05150011.JPG,Drive_02_05150011.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_02_05150011_gj.JPG
6347,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_03_05020145.JPG,Drive_03_05020145.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_03_05020145_gj.JPG
6348,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_02_06020109.JPG,Drive_02_06020109.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_02_06020109_gj.JPG
6349,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_06_05310109_11122.JPG,Drive_06_05310109_11122.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_06_05310109_11122_gj.JPG
6350,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_02_06020062.JPG,Drive_02_06020062.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_02_06020062_gj.JPG
6351,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_05_05250489.JPG,Drive_05_05250489.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_05_05250489_gj.JPG
6352,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_06_06260099_14240.JPG,Drive_06_06260099_14240.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_06_06260099_14240_gj.JPG
6353,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_04_04130140.JPG,Drive_04_04130140.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_04_04130140_gj.JPG
6354,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_04_04180126.JPG,Drive_04_04180126.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_04_04180126_gj.JPG
6355,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_05_05190698.JPG,Drive_05_05190698.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_05_05190698_gj.JPG
6356,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_02_03190025.JPG,Drive_02_03190025.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_02_03190025_gj.JPG
6357,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_05_IMG_0014.JPG,Drive_05_IMG_0014.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_05_IMG_0014_gj.JPG
6358,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_05_06050337.JPG,Drive_05_06050337.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_05_06050337_gj.JPG
6359,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_06_04170074_1363.JPG,Drive_06_04170074_1363.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_06_04170074_1363_gj.JPG
6360,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_07_05040049_569.JPG,Drive_07_05040049_569.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_07_05040049_569_gj.JPG
6361,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_07_04090034_1108.JPG,Drive_07_04090034_1108.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_07_04090034_1108_gj.JPG
6362,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_06_06260106_14613.JPG,Drive_06_06260106_14613.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_06_06260106_14613_gj.JPG
6363,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_02_RCNX0097.JPG,Drive_02_RCNX0097.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_02_RCNX0097_gj.JPG
6364,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_02_06020058.JPG,Drive_02_06020058.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_02_06020058_gj.JPG
6365,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_02_06070146.JPG,Drive_02_06070146.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_02_06070146_gj.JPG
6366,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_02_06020099.JPG,Drive_02_06020099.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_02_06020099_gj.JPG
6367,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_02_06070145.JPG,Drive_02_06070145.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_02_06070145_gj.JPG
6368,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_05_06210513.JPG,Drive_05_06210513.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_05_06210513_gj.JPG
6369,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_04_04130143.JPG,Drive_04_04130143.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_04_04130143_gj.JPG
6370,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_03_05030067.JPG,Drive_03_05030067.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_03_05030067_gj.JPG
6371,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_05_05250487.JPG,Drive_05_05250487.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_05_05250487_gj.JPG
6372,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_02_05290044.JPG,Drive_02_05290044.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_02_05290044_gj.JPG
6373,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_06_03060676_9354.JPG,Drive_06_03060676_9354.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_06_03060676_9354_gj.JPG
6374,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_02_RCNX0096.JPG,Drive_02_RCNX0096.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_02_RCNX0096_gj.JPG
6375,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_02_06020067.JPG,Drive_02_06020067.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_02_06020067_gj.JPG
6376,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_03_05030069.JPG,Drive_03_05030069.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_03_05030069_gj.JPG
6377,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_02_06020063.JPG,Drive_02_06020063.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_02_06020063_gj.JPG
6378,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_05_05180429.JPG,Drive_05_05180429.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_05_05180429_gj.JPG
6379,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_02_03190029.JPG,Drive_02_03190029.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_02_03190029_gj.JPG
6380,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_05_05180430.JPG,Drive_05_05180430.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_05_05180430_gj.JPG
6381,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_03_05040404.JPG,Drive_03_05040404.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_03_05040404_gj.JPG
6382,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_05_05300076.JPG,Drive_05_05300076.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_05_05300076_gj.JPG
6383,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_05_05290029.JPG,Drive_05_05290029.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_05_05290029_gj.JPG
6384,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_05_06050338.JPG,Drive_05_06050338.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_05_06050338_gj.JPG
6385,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_02_06020045.JPG,Drive_02_06020045.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_02_06020045_gj.JPG
6386,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_02_04250042.JPG,Drive_02_04250042.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_02_04250042_gj.JPG
6387,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_02_03190020.JPG,Drive_02_03190020.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_02_03190020_gj.JPG
6388,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_06_03060677_9355.JPG,Drive_06_03060677_9355.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_06_03060677_9355_gj.JPG
6389,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_05_06050341.JPG,Drive_05_06050341.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_05_06050341_gj.JPG
6390,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_02_06020117.JPG,Drive_02_06020117.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_02_06020117_gj.JPG
6391,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_02_06020036.JPG,Drive_02_06020036.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_02_06020036_gj.JPG
6392,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_05_06210507.JPG,Drive_05_06210507.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_05_06210507_gj.JPG
6393,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_06_03060675_9353.JPG,Drive_06_03060675_9353.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_06_03060675_9353_gj.JPG
6394,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_05_06100226.JPG,Drive_05_06100226.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_05_06100226_gj.JPG
6395,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_02_06020072.JPG,Drive_02_06020072.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_02_06020072_gj.JPG
6396,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_04_04130144.JPG,Drive_04_04130144.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_04_04130144_gj.JPG
6397,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_02_RCNX0091.JPG,Drive_02_RCNX0091.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_02_RCNX0091_gj.JPG
6398,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_02_06020077.JPG,Drive_02_06020077.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_02_06020077_gj.JPG
6399,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_02_05030180.JPG,Drive_02_05030180.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_02_05030180_gj.JPG
6400,/mnt/ssd-cluster/cara/data/COA_2020/hailey.hester-COA_2020_Woodpecker_HH/images/Drive_06_04150085_17802.JPG,Drive_06_04150085_17802.JPG,COA_2020/hailey.hester-COA_2020_Woodpecker_HH,gj,Drive_06_04150085_17802_gj.JPG
